target_drug,target_group,target_role,pt,a,b,c,d,expected,n_drug,n_event,N,prr,ror,ror_ci_lower,ror_ci_upper,chi2,pval,pval_adj,fdr_sig,ebgm,eb05,eb95,ic,ic025,criteria_met,is_signal,signal_strength,n_cases,death_rate,serious_rate,median_age,gt_severity,pt_severity,llm_severity,llm_reasoning,final_severity,calib_source
dolutegravir,gsk,study,BLOOD TRIGLYCERIDES INCREASED,15,2436,942,1405894,1.6643927035444164,2451,957,1409287,9.4357,9.4894,5.7355,15.7,99.2266,2.2520400212204188e-23,1.0565391320929127e-22,1,8.5798,5.517,12.8555,2.8402,2.1101,4,1,Moderate,18,0.0,0.3888888888888889,41.0,MILD,MILD,MODERATE,Risk factor requiring monitoring and potential intervention,MODERATE,conservative
dolutegravir,gsk,study,BURSITIS,65,2386,1330,1405506,2.4261523735051838,2451,1395,1409287,28.2455,28.9933,22.5507,37.2765,1592.5216,0.0,0.0,1,25.8557,20.9963,31.5637,4.4844,4.1337,4,1,Strong,92,0.4782608695652174,0.4891304347826087,58.0,FATAL,FATAL,MODERATE,Joint inflammation requiring medical attention and treatment,FATAL,conservative
dolutegravir,gsk,study,CD4 LYMPHOCYTE PERCENTAGE DECREASED,3,2448,9,1406827,0.020870127944130613,2451,12,1409287,211.3819,211.6826,62.1092,721.4634,295.0075,4.031719243555313e-66,3.4196583578171864e-65,1,27.6936,10.0393,64.2697,2.7484,1.1158,4,1,Strong,3,0.0,0.0,63.0,,,MODERATE,Important immune marker requiring monitoring,MODERATE,llm_only
dolutegravir,gsk,study,CD4 LYMPHOCYTES DECREASED,16,2435,94,1406742,0.19130950615453063,2451,110,1409287,100.1787,100.8506,59.6911,170.3915,1227.2397,7.335005513141244e-269,1.605212630843225e-267,1,57.1286,37.2701,84.5621,4.577,3.8701,4,1,Strong,19,0.10526315789473684,0.42105263157894735,65.0,MILD,MILD,SEVERE,Serious immunosuppression increasing infection risk,SEVERE,conservative
dolutegravir,gsk,study,CEREBRAL TOXOPLASMOSIS,6,2445,57,1406779,0.10956817170668572,2451,63,1409287,64.8588,65.0285,28.8697,146.4758,265.6673,9.982330923508982e-60,7.971812729927314e-59,1,30.3898,14.9465,56.4428,3.4146,2.2602,4,1,Strong,6,0.0,0.3333333333333333,10.0,,,SEVERE,Life-threatening brain infection requiring urgent treatment,SEVERE,llm_only
dolutegravir,gsk,study,CHLAMYDIAL INFECTION,3,2448,50,1406786,0.09217639841991021,2451,53,1409287,39.7649,39.8203,13.4677,117.7382,63.0089,2.057745673086802e-15,7.75862696268669e-15,1,16.8311,6.1015,39.0607,2.5633,0.9307,4,1,Moderate,3,0.0,0.0,32.0,,,MODERATE,Sexually transmitted infection requiring antibiotic treatment,MODERATE,llm_only
dolutegravir,gsk,study,CHOANAL STENOSIS,3,2448,0,1406836,0.005217531986032653,2451,3,1409287,4016.2557,4021.9953,207.6859,77889.0033,1194.9704,7.557458546226593e-262,1.6062321838161706e-260,1,32.2645,11.6963,74.8775,2.7924,1.1598,4,1,Strong,3,0.0,1.0,,,,MODERATE,Nasal obstruction potentially requiring surgical intervention,MODERATE,llm_only
dolutegravir,gsk,study,COELIAC DISEASE,65,2386,693,1406143,1.3182964151375838,2451,758,1409287,54.1899,55.6497,43.0584,71.923,3035.0037,0.0,0.0,1,46.201,37.5177,56.4005,5.1708,4.8201,4,1,Strong,91,0.4835164835164835,0.4945054945054945,47.0,FATAL,FATAL,MODERATE,Chronic condition requiring dietary management,FATAL,conservative
dolutegravir,gsk,study,CONGENITAL GENITAL MALFORMATION,5,2446,3,1406833,0.013913418629420408,2451,8,1409287,901.6084,903.6331,236.4319,3453.6486,1448.9716,0.0,0.0,1,48.8218,22.3822,95.629,3.4198,2.1553,4,1,Strong,5,0.0,1.0,0.0,,,MODERATE,Birth defect potentially requiring surgical correction,MODERATE,llm_only
dolutegravir,gsk,study,CONJUNCTIVITIS BACTERIAL,3,2448,39,1406797,0.07304544780445715,2451,42,1409287,50.8387,50.9099,17.0516,151.9986,80.7791,2.524126164277349e-19,1.0720086646441376e-18,1,18.8107,6.8191,43.6546,2.6106,0.9781,4,1,Moderate,3,0.0,0.6666666666666666,21.0,,,MILD,"Minor eye infection, easily treated",MILD,llm_only
dolutegravir,gsk,study,CONTRAINDICATED PRODUCT ADMINISTERED,67,2384,3022,1403814,5.372318768284956,2451,3089,1409287,12.8133,13.1477,10.2956,16.79,698.2694,7.112698792192529e-154,1.0387357147013842e-152,1,12.2753,10.0001,14.9414,3.5229,3.1774,4,1,Strong,101,0.44554455445544555,0.46534653465346537,36.0,SEVERE,SEVERE,MODERATE,Medication error requiring monitoring for adverse effects,SEVERE,conservative
dolutegravir,gsk,study,CONVERSION DISORDER,4,2447,116,1406720,0.20870127944130615,2451,120,1409287,22.162,22.201,8.651,56.9742,51.9999,5.550367753741125e-13,1.919079333513399e-12,1,13.598,5.6671,28.5744,2.6667,1.2528,4,1,Moderate,4,0.0,0.0,10.0,,,MODERATE,Psychiatric condition requiring medical evaluation and treatment,MODERATE,llm_only
dolutegravir,gsk,study,CORONAVIRUS TEST POSITIVE,4,2447,137,1406699,0.2452240033435347,2451,141,1409287,18.7773,18.81,7.3493,48.143,43.2791,4.746156389605572e-11,1.5133118622283223e-10,1,12.1148,5.049,25.4576,2.5942,1.1803,4,1,Moderate,4,1.0,1.0,,MODERATE,MODERATE,MODERATE,Viral infection requiring monitoring and potential treatment,MODERATE,llm_only
dolutegravir,gsk,study,CRYPTOSPORIDIOSIS INFECTION,14,2437,64,1406772,0.135655831636849,2451,78,1409287,128.9827,129.7441,73.298,229.6588,1318.9759,8.502087512329562e-289,2.0064926529097768e-287,1,62.3657,39.4652,94.707,4.5117,3.7559,4,1,Strong,15,0.0,0.0,35.0,,,MODERATE,Parasitic infection requiring treatment and monitoring,MODERATE,llm_only
dolutegravir,gsk,study,DECREASED IMMUNE RESPONSIVENESS,19,2432,1244,1405592,2.1965809661197473,2451,1263,1409287,8.9901,9.0541,5.7785,14.1866,121.3265,3.2415115581658747e-28,1.693069953362134e-27,1,8.332,5.6361,11.9592,2.8543,2.2056,4,1,Moderate,27,0.6296296296296297,0.6296296296296297,58.0,SEVERE,MODERATE,MODERATE,Immunological impairment requiring monitoring,SEVERE,conservative
dolutegravir,gsk,study,DERMATOPHYTOSIS OF NAIL,3,2448,9,1406827,0.020870127944130613,2451,12,1409287,211.3819,211.6826,62.1092,721.4634,295.0075,4.031719243555313e-66,3.4196583578171864e-65,1,27.6936,10.0393,64.2697,2.7484,1.1158,4,1,Strong,3,0.0,0.0,46.0,,,MILD,"Minor fungal infection, typically self-limiting or easily treated",MILD,llm_only
dolutegravir,gsk,study,DIABETES WITH HYPEROSMOLARITY,3,2448,0,1406836,0.005217531986032653,2451,3,1409287,4016.2557,4021.9953,207.6859,77889.0033,1194.9704,7.557458546226593e-262,1.6062321838161706e-260,1,32.2645,11.6963,74.8775,2.7924,1.1598,4,1,Strong,3,0.0,1.0,41.0,,,SEVERE,Life-threatening metabolic emergency requiring urgent intervention,SEVERE,llm_only
dolutegravir,gsk,study,DISCOLOURED VOMIT,3,2448,104,1406732,0.18609197416849796,2451,107,1409287,19.2165,19.2426,6.6281,55.8644,28.8239,7.926487080061388e-08,2.1238089814878377e-07,1,11.0979,4.0231,25.7553,2.3509,0.7183,4,1,Moderate,4,0.0,1.0,,,,MILD,Cosmetic change without clinical significance,MILD,llm_only
dolutegravir,gsk,study,DISSEMINATED MYCOBACTERIUM AVIUM COMPLEX INFECTION,14,2437,46,1406790,0.10435063972065307,2451,60,1409287,178.9115,179.9699,99.6751,324.9474,1722.689,0.0,0.0,1,72.4311,45.8347,109.9921,4.5845,3.8288,4,1,Strong,14,0.0,0.0,35.0,,,SEVERE,Life-threatening systemic infection requiring hospitalization,SEVERE,llm_only
dolutegravir,gsk,study,DISSEMINATED TUBERCULOSIS,5,2446,176,1406660,0.31479109649063675,2451,181,1409287,17.8789,17.9169,7.661,41.9022,55.7473,8.241269169197903e-14,2.933366801295103e-13,1,12.4986,5.73,24.4814,2.7549,1.4904,4,1,Moderate,5,0.0,0.4,,,,SEVERE,Life-threatening systemic infection requiring urgent treatment,SEVERE,llm_only
dolutegravir,gsk,study,DISSEMINATED VARICELLA ZOSTER VIRUS INFECTION,4,2447,48,1406788,0.09043722109123266,2451,52,1409287,53.2346,53.3307,20.284,140.2169,128.7722,7.606554151643411e-30,4.088800063292285e-29,1,22.5295,9.3894,47.3427,2.9301,1.5162,4,1,Strong,4,0.0,0.0,10.0,,,SEVERE,Life-threatening viral infection requiring hospitalization,SEVERE,llm_only
dolutegravir,gsk,study,DRUG INTOLERANCE,77,2374,8252,1398584,14.485607970555323,2451,8329,1409287,5.3881,5.5314,4.4068,6.9429,267.5337,3.9122759903970656e-60,3.134495972751587e-59,1,5.2862,4.3671,6.3517,2.3706,2.0484,4,1,Moderate,128,0.3488372093023256,0.37209302325581395,36.0,SEVERE,MODERATE,MILD,Non-specific tolerability issue without serious consequences,SEVERE,conservative
dolutegravir,gsk,study,DRUG RESISTANCE,28,2423,2097,1404739,3.6957518234397964,2451,2125,1409287,7.7959,7.8758,5.4305,11.4223,153.8216,2.53341341080084e-35,1.4899460849008131e-34,1,7.4095,5.3792,10.0031,2.764,2.2296,4,1,Moderate,42,0.0,0.40476190476190477,39.5,MILD,MILD,MODERATE,Requires medical attention and treatment modification,MODERATE,conservative
dolutegravir,gsk,study,DRUG RESISTANCE MUTATION,3,2448,61,1406775,0.11130734903536327,2451,64,1409287,32.6525,32.6977,11.1285,96.072,51.3538,7.713340156302584e-13,2.651404504904757e-12,1,15.2286,5.5206,35.3415,2.5174,0.8848,4,1,Moderate,5,0.0,0.16666666666666666,29.0,,,MODERATE,Requires monitoring and treatment adjustment,MODERATE,llm_only
dolutegravir,gsk,study,DYSLIPIDAEMIA,22,2429,420,1406416,0.7687163792754776,2451,442,1409287,30.7001,30.9752,20.2308,47.4257,560.2456,7.4334874183187266e-124,9.411496945940018e-123,1,25.6872,17.877,35.9796,4.1485,3.5456,4,1,Strong,26,0.1111111111111111,0.5555555555555556,53.5,MILD,MILD,MODERATE,Requires monitoring and medical management,MODERATE,conservative
dolutegravir,gsk,study,EXPOSURE DURING PREGNANCY,110,2341,4205,1402631,7.504550173243633,2451,4315,1409287,15.0754,15.7396,12.9746,19.0939,1392.9152,7.27734369388848e-305,1.7742284212372742e-303,1,14.491,12.3567,16.9064,3.7871,3.5175,4,1,Strong,243,0.18106995884773663,0.2139917695473251,36.0,MODERATE,MODERATE,MODERATE,Requires medical monitoring for potential fetal effects,MODERATE,consensus
dolutegravir,gsk,study,EXPOSURE VIA INGESTION,3,2448,15,1406821,0.03130519191619592,2451,18,1409287,129.5566,129.7404,40.647,414.116,195.0204,2.5501612764147023e-44,1.7136619055634103e-43,1,25.3038,9.173,58.7235,2.7197,1.0872,4,1,Strong,3,0.0,0.0,73.0,,,MILD,Accidental exposure without inherent severity,MILD,llm_only
dolutegravir,gsk,study,FAMILY STRESS,3,2448,52,1406784,0.09565475307726531,2451,55,1409287,38.2501,38.3033,12.9719,113.1014,60.5425,7.200857324022109e-15,2.6613040723960436e-14,1,16.5151,5.987,38.3273,2.5548,0.9222,4,1,Moderate,3,0.0,0.0,65.0,,,MILD,Psychosocial impact without medical intervention needed,MILD,llm_only
dolutegravir,gsk,study,FAT REDISTRIBUTION,3,2448,14,1406822,0.02956601458751837,2451,17,1409287,138.4916,138.6881,43.1325,445.9374,206.783,6.914152559591578e-47,4.767823761289191e-46,1,25.673,9.3068,59.5804,2.7245,1.0919,4,1,Strong,3,1.0,1.0,,,,MODERATE,Metabolic side effect requiring medical attention,MODERATE,llm_only
dolutegravir,gsk,study,FLUID RETENTION,66,2385,3131,1403705,5.560149919782131,2451,3197,1409287,12.1841,12.4959,9.769,15.9839,648.7645,4.147635136019297e-143,5.798826375003283e-142,1,11.6902,9.5084,14.2499,3.4559,3.1079,4,1,Strong,112,0.39473684210526316,0.42105263157894735,36.0,SEVERE,MODERATE,MODERATE,May require medical management and monitoring,SEVERE,conservative
dolutegravir,gsk,study,FOETAL DEATH,62,2389,288,1406548,0.6087120650371429,2451,350,1409287,124.2961,127.521,96.7268,168.119,6103.2654,0.0,0.0,1,88.8507,71.7865,108.9717,5.8169,5.4578,4,1,Strong,110,0.4727272727272727,0.4818181818181818,36.0,SEVERE,SEVERE,FATAL,Death of fetus,FATAL,conservative
dolutegravir,gsk,study,FOETAL EXPOSURE DURING DELIVERY,4,2447,40,1406796,0.07652380246181224,2451,44,1409287,63.7501,63.8655,24.0959,169.2738,153.4291,3.086767885991825e-35,1.8124930859227474e-34,1,24.4162,10.1757,51.3074,2.9645,1.5506,4,1,Strong,4,0.0,1.0,0.5,,,MODERATE,Requires medical monitoring for potential effects,MODERATE,llm_only
dolutegravir,gsk,study,FOETAL EXPOSURE DURING PREGNANCY,132,2319,7283,1399553,12.895999892144042,2451,7415,1409287,10.4376,10.9767,9.1999,13.0966,1098.4763,7.080152583841838e-241,1.4227827058810235e-239,1,10.1687,8.7939,11.7079,3.3061,3.06,4,1,Strong,134,0.0962962962962963,0.7407407407407407,0.5,MODERATE,MODERATE,MODERATE,Requires medical monitoring for potential effects,MODERATE,consensus
dolutegravir,gsk,study,FOETAL GROWTH RESTRICTION,16,2435,440,1406396,0.7930648618769633,2451,456,1409287,21.4912,21.6301,13.2104,35.4159,273.2953,2.171343317987879e-61,1.765563061759714e-60,1,18.182,11.8618,26.9131,3.6736,2.9667,4,1,Strong,17,0.17647058823529413,0.4117647058823529,41.0,MODERATE,MODERATE,SEVERE,Serious fetal complication requiring urgent monitoring,SEVERE,conservative
dolutegravir,gsk,study,FOOD ALLERGY,65,2386,953,1405883,1.7704825205937471,2451,1018,1409287,39.4134,40.4677,31.4043,52.1468,2228.0352,0.0,0.0,1,34.9696,28.3973,42.6897,4.8504,4.4997,4,1,Strong,137,0.32116788321167883,0.3284671532846715,36.0,MODERATE,MILD,MODERATE,Allergic reaction requiring medical attention,MODERATE,consensus
dolutegravir,gsk,study,FOURNIER'S GANGRENE,6,2445,269,1406567,0.47827376538632654,2451,275,1409287,13.8381,13.8723,6.3655,30.2318,52.8287,3.639371848087439e-13,1.269348185369821e-12,1,10.6591,5.2424,19.797,2.7321,1.5777,4,1,Moderate,7,0.0,0.14285714285714285,44.0,SEVERE,SEVERE,SEVERE,Life-threatening necrotizing soft tissue infection,SEVERE,consensus
dolutegravir,gsk,study,FUNCTIONAL GASTROINTESTINAL DISORDER,5,2446,232,1406604,0.4121850268965796,2451,237,1409287,13.5726,13.6009,5.8336,31.7102,40.6181,1.850872835782759e-10,5.740196452438119e-10,1,10.0728,4.6178,19.7299,2.592,1.3275,4,1,Moderate,5,0.0,0.3333333333333333,,MODERATE,MODERATE,MODERATE,Requires medical evaluation and management,MODERATE,consensus
dolutegravir,gsk,study,GASTRIC ULCER PERFORATION,3,2448,51,1406785,0.09391557574858776,2451,54,1409287,38.9928,39.0471,13.2151,115.3733,61.7528,3.893957943474117e-15,1.449303044820672e-14,1,16.6716,6.0437,38.6905,2.559,0.9265,4,1,Moderate,3,0.0,0.0,59.0,,,SEVERE,Life-threatening surgical emergency,SEVERE,llm_only
dolutegravir,gsk,study,GENITAL HERPES,5,2446,104,1406732,0.18957032882585306,2451,109,1409287,30.1974,30.2631,12.827,71.4003,98.1884,3.804056056130882e-23,1.772822332636035e-22,1,18.1044,8.2999,35.4618,2.9957,1.7311,4,1,Strong,5,0.0,0.4,36.0,,,MODERATE,Requires medical treatment and monitoring,MODERATE,llm_only
dolutegravir,gsk,study,GENOTYPE DRUG RESISTANCE TEST POSITIVE,4,2447,15,1406821,0.03304436924487347,2451,19,1409287,166.5728,166.8772,58.3798,477.0146,364.3854,3.123910688003016e-81,2.9920573148080833e-80,1,33.071,13.7827,69.4943,3.0776,1.6638,4,1,Strong,6,0.0,0.0,59.0,,,MODERATE,Requires treatment modification and monitoring,MODERATE,llm_only
dolutegravir,gsk,study,GESTATIONAL DIABETES,5,2446,248,1406588,0.44001186415542043,2451,253,1409287,12.6987,12.725,5.4613,29.6495,37.5335,8.985624703177878e-10,2.6867618968553353e-09,1,9.5435,4.3752,18.6933,2.5487,1.2841,4,1,Moderate,5,0.0,0.8,41.0,MILD,MILD,MODERATE,Requires medical monitoring and management,MODERATE,conservative
dolutegravir,gsk,study,GONORRHOEA,3,2448,26,1406810,0.050436142531648985,2451,29,1409287,75.7784,75.8853,24.8738,231.5121,119.1792,9.568152350633575e-28,4.9484658896158915e-27,1,21.8473,7.92,50.702,2.6687,1.0361,4,1,Moderate,3,0.0,0.6666666666666666,,,,MODERATE,Sexually transmitted infection requiring antibiotic treatment,MODERATE,llm_only
dolutegravir,gsk,study,GRANULOMA,5,2446,246,1406590,0.43653350949806535,2451,251,1409287,12.8017,12.8283,5.5053,29.8923,37.8974,7.456557313689013e-10,2.2400044883281655e-09,1,9.6066,4.4041,18.8168,2.554,1.2895,4,1,Moderate,5,0.0,0.8,,MILD,MILD,MODERATE,Inflammatory lesion requiring medical evaluation,MODERATE,conservative
dolutegravir,gsk,study,HELICOBACTER GASTRITIS,9,2442,46,1406790,0.09565475307726531,2451,55,1409287,117.2179,117.6699,58.4929,236.716,739.7315,6.85732478940643e-163,1.0569022010840632e-161,1,48.8522,27.4859,81.6671,3.9954,3.0528,4,1,Strong,9,0.0,0.7777777777777778,,,,MODERATE,Bacterial infection requiring antibiotic treatment,MODERATE,llm_only
dolutegravir,gsk,study,HEPATIC ARTERY THROMBOSIS,3,2448,20,1406816,0.040001078559583673,2451,23,1409287,97.9575,98.0961,31.5533,304.9709,151.5518,7.939210107764651e-35,4.637756399585292e-34,1,23.6062,8.5576,54.7838,2.6963,1.0638,4,1,Strong,3,0.0,0.0,64.0,,,SEVERE,Life-threatening vascular occlusion,SEVERE,llm_only
dolutegravir,gsk,study,HEPATIC ENZYME INCREASED,71,2380,5574,1401262,9.817656020384776,2451,5645,1409287,7.3591,7.5501,5.9586,9.5666,377.2384,4.968216382502773e-84,4.8789075660396744e-83,1,7.1712,5.877,8.6809,2.7928,2.4572,4,1,Moderate,150,0.3157894736842105,0.34868421052631576,38.0,SEVERE,SEVERE,MODERATE,Liver function abnormality requiring monitoring,SEVERE,conservative
dolutegravir,gsk,study,HEPATITIS A,7,2444,57,1406779,0.11130734903536327,2451,64,1409287,74.8371,75.0636,35.0356,160.8232,367.3465,7.078801439474906e-82,6.810979858594577e-81,1,35.0989,18.2294,62.5029,3.6169,2.5482,4,1,Strong,7,0.0,1.0,34.0,,,SEVERE,Acute viral hepatitis can cause severe liver damage requiring hospitalization,SEVERE,llm_only
dolutegravir,gsk,study,HEPATITIS B,16,2435,298,1406538,0.5461016812047511,2451,314,1409287,31.7149,31.923,19.4153,52.4884,410.2873,3.173856883874759e-91,3.278318560024699e-90,1,25.2453,16.4698,37.3683,3.9794,3.2725,4,1,Strong,17,0.0,0.23529411764705882,59.0,MILD,MILD,SEVERE,Acute viral hepatitis can cause severe liver damage requiring hospitalization,SEVERE,conservative
dolutegravir,gsk,study,HEPATITIS B REACTIVATION,8,2443,230,1406606,0.41392420422525716,2451,238,1409287,21.1578,21.228,10.6932,42.1412,121.5402,2.9103809096527948e-28,1.5217340807294833e-27,1,15.9897,8.6765,27.5114,3.2173,2.2176,4,1,Strong,9,0.0,0.0,47.0,MILD,MILD,SEVERE,Reactivation can cause fulminant hepatitis and liver failure,SEVERE,conservative
dolutegravir,gsk,study,HEPATOMEGALY,8,2443,476,1406360,0.8417618270799347,2451,484,1409287,10.2348,10.2669,5.2045,20.2536,52.7758,3.738854218508934e-13,1.3028136008269969e-12,1,8.6447,4.6909,14.8738,2.6633,1.6636,4,1,Moderate,8,0.0,0.25,10.0,MILD,MILD,MODERATE,Enlarged liver requires medical evaluation and monitoring,MODERATE,conservative
dolutegravir,gsk,study,HIGH DENSITY LIPOPROTEIN INCREASED,3,2448,71,1406765,0.1286991223221388,2451,74,1409287,28.0857,28.1244,9.611,82.2999,43.77,3.693235944357609e-11,1.1821881549321774e-10,1,14.0154,5.0808,32.5261,2.4769,0.8444,4,1,Moderate,3,0.0,1.0,,,,MILD,"Elevated HDL is generally benign, no intervention needed",MILD,llm_only
dolutegravir,gsk,study,HIV INFECTION,7,2444,137,1406699,0.25044153532956737,2451,144,1409287,31.2955,31.3884,15.0356,65.5269,156.2402,7.502196068650124e-36,4.4476443734963556e-35,1,20.7383,10.7709,36.93,3.3211,2.2523,4,1,Strong,10,0.3,0.4,54.0,MILD,MILD,SEVERE,HIV infection is life-threatening without treatment,SEVERE,conservative
dolutegravir,gsk,study,HIV VIRAEMIA,11,2440,18,1406818,0.050436142531648985,2451,29,1409287,356.6559,358.3318,171.4655,748.8486,2168.7994,0.0,0.0,1,78.8994,46.984,125.9802,4.3849,3.5323,4,1,Strong,12,0.0,0.25,59.0,,,SEVERE,"Detectable viral load indicates treatment failure, requires urgent intervention",SEVERE,llm_only
dolutegravir,gsk,study,HUMAN IMMUNODEFICIENCY VIRUS TRANSMISSION,3,2448,1,1406835,0.006956709314710204,2451,4,1409287,1338.7519,1340.6641,197.8968,9082.4145,894.9793,1.2113369083738462e-196,2.092180257437264e-195,1,31.6835,11.4857,73.5291,2.7874,1.1549,4,1,Strong,3,0.0,0.0,,,,SEVERE,HIV transmission represents serious public health consequence,SEVERE,llm_only
dolutegravir,gsk,study,HYPERANDROGENISM,3,2448,1,1406835,0.006956709314710204,2451,4,1409287,1338.7519,1340.6641,197.8968,9082.4145,894.9793,1.2113369083738462e-196,2.092180257437264e-195,1,31.6835,11.4857,73.5291,2.7874,1.1549,4,1,Strong,3,0.0,1.0,0.0,,,MODERATE,Excess androgens require medical management and monitoring,MODERATE,llm_only
dolutegravir,gsk,study,HYPERHIDROSIS,74,2377,7089,1399747,12.4577272053173,2451,7163,1409287,6.0293,6.1869,4.9069,7.8007,301.156,1.8446417660457287e-67,1.583729106471158e-66,1,5.9014,4.8564,7.1165,2.5234,2.1947,4,1,Moderate,150,0.3,0.3333333333333333,36.0,MODERATE,MILD,MILD,Excessive sweating is uncomfortable but not dangerous,MODERATE,conservative
dolutegravir,gsk,study,HYPERLIPIDAEMIA,8,2443,533,1406303,0.9408949348145551,2451,541,1409287,9.1413,9.1696,4.6512,18.0775,45.8217,1.2952380394274804e-11,4.229524259808576e-11,1,7.8131,4.2396,13.443,2.5605,1.5608,4,1,Moderate,13,0.0,0.15384615384615385,57.0,MODERATE,MODERATE,MODERATE,Elevated lipids require monitoring and potential treatment,MODERATE,consensus
dolutegravir,gsk,study,HYPERTENSIVE NEPHROPATHY,3,2448,24,1406812,0.04695778787429388,2451,27,1409287,81.9644,82.0801,26.7623,251.7402,128.3709,9.310919222478927e-30,4.990409103617884e-29,1,22.4038,8.1217,51.9933,2.6779,1.0453,4,1,Strong,5,0.0,0.0,57.0,,,SEVERE,Kidney damage from hypertension can lead to renal failure,SEVERE,llm_only
dolutegravir,gsk,study,HYPERURICAEMIA,15,2436,307,1406529,0.5600150998341714,2451,322,1409287,28.9208,29.0984,17.4424,48.5436,347.6803,1.3561008824373508e-77,1.2603962202867627e-76,1,23.1656,14.8959,34.71,3.8701,3.14,4,1,Strong,15,0.0,0.5294117647058824,47.0,SEVERE,SEVERE,MODERATE,Elevated uric acid requires monitoring for gout/kidney stones,SEVERE,conservative
dolutegravir,gsk,study,HYPOPLASTIC NASAL CARTILAGE,4,2447,0,1406836,0.006956709314710204,2451,4,1409287,5163.7573,5173.2496,278.437,96116.942,1756.9576,0.0,0.0,1,42.0045,17.5059,88.2669,3.15,1.7361,4,1,Strong,4,0.0,1.0,0.0,,,MODERATE,Congenital defect requiring medical evaluation and potential intervention,MODERATE,llm_only
dolutegravir,gsk,study,IMMUNE RECONSTITUTION INFLAMMATORY SYNDROME,48,2403,298,1406538,0.6017553557224327,2451,346,1409287,93.2225,95.0834,70.0133,129.1307,3662.3161,0.0,0.0,1,69.4954,54.5029,87.5746,5.4601,5.052,4,1,Strong,57,0.03389830508474576,0.4915254237288136,43.0,MILD,MILD,SEVERE,IRIS can cause life-threatening inflammatory responses,SEVERE,conservative
dolutegravir,gsk,study,IMMUNE RECONSTITUTION INFLAMMATORY SYNDROME ASSOCIATED TUBERCULOSIS,6,2445,21,1406815,0.04695778787429388,2451,27,1409287,173.4595,173.9179,72.2668,418.5525,634.3579,5.636553467243626e-140,7.748291112939746e-139,1,44.3214,21.7984,82.318,3.5709,2.4165,4,1,Strong,8,0.0,0.75,42.0,,,SEVERE,TB-IRIS can cause severe respiratory compromise,SEVERE,llm_only
dolutegravir,gsk,study,IMMUNODEFICIENCY,67,2384,1561,1405275,2.831380691087053,2451,1628,1409287,24.8019,25.4757,19.901,32.612,1435.8549,0.0,0.0,1,22.9534,18.699,27.9387,4.3407,3.9952,4,1,Strong,140,0.32142857142857145,0.32857142857142857,36.0,SEVERE,MODERATE,SEVERE,Compromised immune system increases infection risk significantly,SEVERE,consensus
dolutegravir,gsk,study,INFUSION RELATED REACTION,65,2386,6874,1399962,12.068151483693526,2451,6939,1409287,5.4667,5.5893,4.3677,7.1526,229.3238,8.371490916224178e-52,6.064808006596593e-51,1,5.3502,4.3447,6.5314,2.3817,2.031,4,1,Moderate,130,0.3384615384615385,0.34615384615384615,36.0,SEVERE,SEVERE,MODERATE,May require treatment modification and medical intervention,SEVERE,conservative
dolutegravir,gsk,study,INTENTIONAL PRODUCT MISUSE,70,2381,5692,1401144,10.02113976784005,2451,5762,1409287,7.1057,7.2865,5.7416,9.2471,355.0941,3.2950034420507964e-79,3.0956242528821176e-78,1,6.928,5.6694,8.3976,2.7443,2.4064,4,1,Moderate,129,0.3333333333333333,0.3488372093023256,36.0,SEVERE,MODERATE,MODERATE,Misuse can lead to treatment failure or resistance,SEVERE,conservative
dolutegravir,gsk,study,INTERFERON GAMMA RELEASE ASSAY POSITIVE,6,2445,27,1406809,0.057392851846359186,2451,33,1409287,135.6138,135.9716,57.7839,319.9555,517.0378,1.8664086047300657e-114,2.239994053683358e-113,1,41.1754,20.2511,76.4749,3.5437,2.3893,4,1,Strong,6,0.0,0.0,44.0,,,MODERATE,Indicates latent TB infection requiring medical evaluation,MODERATE,llm_only
dolutegravir,gsk,study,INTERTRIGO,3,2448,51,1406785,0.09391557574858776,2451,54,1409287,38.9928,39.0471,13.2151,115.3733,61.7528,3.893957943474117e-15,1.449303044820672e-14,1,16.6716,6.0437,38.6905,2.559,0.9265,4,1,Moderate,3,0.0,0.0,65.0,,,MILD,"Skin fold irritation is minor, self-limiting condition",MILD,llm_only
dolutegravir,gsk,study,INTERVERTEBRAL DISC DISORDER,5,2446,247,1406589,0.43827268682674286,2451,252,1409287,12.75,12.7764,5.4832,29.7704,37.7147,8.188479859925535e-10,2.454464796562755e-09,1,9.575,4.3896,18.7548,2.5514,1.2868,4,1,Moderate,6,0.0,0.3333333333333333,55.5,MILD,MILD,MODERATE,Back problems may require medical treatment and monitoring,MODERATE,conservative
dolutegravir,gsk,study,INTRACRANIAL ANEURYSM,12,2439,245,1406591,0.44696857347013064,2451,257,1409287,29.2134,29.3579,16.6077,51.8969,273.8552,1.6394786958803225e-61,1.334564611712735e-60,1,22.4564,13.6813,35.1919,3.7225,2.9062,4,1,Strong,13,0.15384615384615385,0.15384615384615385,51.0,MILD,MILD,SEVERE,Risk of rupture causing life-threatening hemorrhage,SEVERE,conservative
